"Production::Begin Bates","Production::End Bates","Log Number"
"CPD 0026839","CPD 0026842","LOG_1051375"
"CPD 0026843","CPD 0026875","LOG_1051375"
"CPD 0026876","CPD 0026878","LOG_1051376"
"CPD 0026879","CPD 0026880","LOG_1051376"
"CPD 0026881","CPD 0026883","LOG_1051376"
"CPD 0026884","CPD 0026888","LOG_1051376"
"CPD 0026889","CPD 0026890","LOG_1051376"
"CPD 0026891","CPD 0026891","LOG_1051376"
"CPD 0026892","CPD 0026893","LOG_1051376"
"CPD 0026894","CPD 0026895","LOG_1051376"
"CPD 0026896","CPD 0026897","LOG_1051376"
"CPD 0026898","CPD 0026899","LOG_1051376"
"CPD 0026900","CPD 0026902","LOG_1051377"
"CPD 0026903","CPD 0026904","LOG_1051377"
"CPD 0026905","CPD 0026907","LOG_1051378"
"CPD 0026908","CPD 0026908","LOG_1051378"
"CPD 0026909","CPD 0026909","LOG_1051378"
"CPD 0026910","CPD 0026911","LOG_1051378"
"CPD 0026912","CPD 0026913","LOG_1051378"
"CPD 0026914","CPD 0026916","LOG_1051379"
"CPD 0026917","CPD 0026918","LOG_1051379"
"CPD 0026919","CPD 0026919","LOG_1051379"
"CPD 0026920","CPD 0026924","LOG_1051379"
"CPD 0026925","CPD 0026937","LOG_1051379"
"CPD 0026938","CPD 0026941","LOG_1051379"
"CPD 0026942","CPD 0026944","LOG_1051380"
"CPD 0026945","CPD 0026946","LOG_1051380"
"CPD 0026947","CPD 0026948","LOG_1051380"
"CPD 0026949","CPD 0026951","LOG_1051381"
"CPD 0026952","CPD 0026952","LOG_1051381"
"CPD 0026953","CPD 0026955","LOG_1051382"
"CPD 0026956","CPD 0026957","LOG_1051382"
"CPD 0026958","CPD 0026959","LOG_1051382"
"CPD 0026960","CPD 0026962","LOG_1051383"
"CPD 0026963","CPD 0026964","LOG_1051383"
"CPD 0026965","CPD 0026966","LOG_1051383"
"CPD 0026967","CPD 0026969","LOG_1051384"
"CPD 0026970","CPD 0026970","LOG_1051384"
"CPD 0026971","CPD 0026975","LOG_1051384"
"CPD 0026976","CPD 0026977","LOG_1051384"
"CPD 0026978","CPD 0026978","LOG_1051384"
"CPD 0026979","CPD 0026981","LOG_1051385"
"CPD 0026982","CPD 0026983","LOG_1051385"
"CPD 0026984","CPD 0026985","LOG_1051385"
"CPD 0026986","CPD 0026987","LOG_1051385"
"CPD 0026988","CPD 0026988","LOG_1051385"
"CPD 0026989","CPD 0026991","LOG_1051385"
"CPD 0026992","CPD 0026994","LOG_1051386"
"CPD 0026995","CPD 0026996","LOG_1051386"
"CPD 0026997","CPD 0026998","LOG_1051386"
"CPD 0026999","CPD 0027000","LOG_1051386"
"CPD 0027001","CPD 0027001","LOG_1051386"
"CPD 0027002","CPD 0027003","LOG_1051387"
"CPD 0027004","CPD 0027004","LOG_1051387"
"CPD 0027005","CPD 0027007","LOG_1051388"
"CPD 0027008","CPD 0027009","LOG_1051388"
"CPD 0027010","CPD 0027011","LOG_1051388"
"CPD 0027012","CPD 0027033","LOG_1051388"
"CPD 0027034","CPD 0027036","LOG_1051389"
"CPD 0027037","CPD 0027038","LOG_1051389"
"CPD 0027039","CPD 0027054","LOG_1051389"
"CPD 0027055","CPD 0027057","LOG_1051389"
"CPD 0027058","CPD 0027060","LOG_1051389"
"CPD 0027061","CPD 0027062","LOG_1051389"
"CPD 0027063","CPD 0027064","LOG_1051389"
"CPD 0027065","CPD 0027067","LOG_1051389"
"CPD 0027068","CPD 0027068","LOG_1051389"
"CPD 0027069","CPD 0027069","LOG_1051389"
"CPD 0027070","CPD 0027070","LOG_1051389"
"CPD 0027071","CPD 0027071","LOG_1051389"
"CPD 0027072","CPD 0027074","LOG_1051391"
"CPD 0027075","CPD 0027076","LOG_1051391"
"CPD 0027077","CPD 0027078","LOG_1051391"
"CPD 0027079","CPD 0027082","LOG_1051392"
"CPD 0027083","CPD 0027084","LOG_1051392"
"CPD 0027085","CPD 0027085","LOG_1051392"
"CPD 0027086","CPD 0027086","LOG_1051392"
"CPD 0027087","CPD 0027089","LOG_1051392"
"CPD 0027090","CPD 0027090","LOG_1051392"
"CPD 0027091","CPD 0027094","LOG_1051392"
"CPD 0027095","CPD 0027095","LOG_1051392"
"CPD 0027096","CPD 0027096","LOG_1051392"
"CPD 0027097","CPD 0027100","LOG_1051392"
"CPD 0027101","CPD 0027102","LOG_1051392"
"CPD 0027103","CPD 0027105","LOG_1051393"
"CPD 0027106","CPD 0027107","LOG_1051393"
"CPD 0027108","CPD 0027110","LOG_1051394"
"CPD 0027111","CPD 0027112","LOG_1051394"
"CPD 0027113","CPD 0027115","LOG_1051395"
"CPD 0027116","CPD 0027117","LOG_1051395"
"CPD 0027118","CPD 0027120","LOG_1051396"
"CPD 0027121","CPD 0027122","LOG_1051396"
"CPD 0027123","CPD 0027124","LOG_1051396"
"CPD 0027125","CPD 0027128","LOG_1051396"
"CPD 0027129","CPD 0027131","LOG_1051396"
"CPD 0027132","CPD 0027134","LOG_1051397"
"CPD 0027135","CPD 0027136","LOG_1051397"
"CPD 0027137","CPD 0027138","LOG_1051397"
"CPD 0027139","CPD 0027141","LOG_1051399"
"CPD 0027142","CPD 0027143","LOG_1051399"
"CPD 0027144","CPD 0027146","LOG_1051401"
"CPD 0027147","CPD 0027148","LOG_1051401"
"CPD 0027149","CPD 0027150","LOG_1051401"
"CPD 0027151","CPD 0027153","LOG_1051401"
"CPD 0027154","CPD 0027158","LOG_1051401"
"CPD 0027159","CPD 0027160","LOG_1051401"
"CPD 0027161","CPD 0027162","LOG_1051401"
"CPD 0027163","CPD 0027164","LOG_1051401"
"CPD 0027165","CPD 0027166","LOG_1051401"
"CPD 0027167","CPD 0027168","LOG_1051401"
"CPD 0027169","CPD 0027171","LOG_1051404"
"CPD 0027172","CPD 0027172","LOG_1051404"
"CPD 0027173","CPD 0027174","LOG_1051404"
"CPD 0027175","CPD 0027176","LOG_1051404"
"CPD 0027177","CPD 0027178","LOG_1051404"
"CPD 0027179","CPD 0027184","LOG_1051405"
"CPD 0027185","CPD 0027187","LOG_1051405"
"CPD 0027188","CPD 0027188","LOG_1051405"
"CPD 0027189","CPD 0027189","LOG_1051405"
"CPD 0027190","CPD 0027190","LOG_1051405"
"CPD 0027191","CPD 0027191","LOG_1051405"
"CPD 0027192","CPD 0027193","LOG_1051405"
"CPD 0027194","CPD 0027194","LOG_1051405"
"CPD 0027195","CPD 0027195","LOG_1051405"
"CPD 0027196","CPD 0027200","LOG_1051405"
"CPD 0027201","CPD 0027202","LOG_1051405"
"CPD 0027203","CPD 0027209","LOG_1051405"
"CPD 0027210","CPD 0027212","LOG_1051405"
"CPD 0027213","CPD 0027213","LOG_1051405"
"CPD 0027214","CPD 0027220","LOG_1051405"
"CPD 0027221","CPD 0027223","LOG_1051405"
"CPD 0027224","CPD 0027248","LOG_1051405"
"CPD 0027249","CPD 0027251","LOG_1051406"
"CPD 0027252","CPD 0027252","LOG_1051406"
"CPD 0027253","CPD 0027254","LOG_1051406"
"CPD 0027255","CPD 0027255","LOG_1051406"
"CPD 0027256","CPD 0027258","LOG_1051406"
"CPD 0027259","CPD 0027263","LOG_1051406"
"CPD 0027264","CPD 0027266","LOG_1051407"
"CPD 0027267","CPD 0027268","LOG_1051407"
"CPD 0027269","CPD 0027271","LOG_1051408"
"CPD 0027272","CPD 0027272","LOG_1051408"
"CPD 0027273","CPD 0027275","LOG_1051408"
"CPD 0027276","CPD 0027278","LOG_1051410"
"CPD 0027279","CPD 0027280","LOG_1051410"
"CPD 0027281","CPD 0027283","LOG_1051410"
"CPD 0027284","CPD 0027286","LOG_1051411"
"CPD 0027287","CPD 0027287","LOG_1051411"
"CPD 0027288","CPD 0027289","LOG_1051411"
"CPD 0027290","CPD 0027291","LOG_1051411"
"CPD 0027292","CPD 0027293","LOG_1051411"
"CPD 0027294","CPD 0027294","LOG_1051411"
"CPD 0027295","CPD 0027299","LOG_1051411"
"CPD 0027300","CPD 0027301","LOG_1051411"
"CPD 0027302","CPD 0027304","LOG_1051412"
"CPD 0027305","CPD 0027306","LOG_1051412"
"CPD 0027307","CPD 0027309","LOG_1051413"
"CPD 0027310","CPD 0027311","LOG_1051413"
"CPD 0027312","CPD 0027313","LOG_1051413"
"CPD 0027314","CPD 0027316","LOG_1051413"
"CPD 0027317","CPD 0027319","LOG_1051413"
"CPD 0027320","CPD 0027322","LOG_1051414"
"CPD 0027323","CPD 0027323","LOG_1051414"
"CPD 0027324","CPD 0027326","LOG_1051414"
"CPD 0027327","CPD 0027329","LOG_1051415"
"CPD 0027330","CPD 0027331","LOG_1051415"
"CPD 0027332","CPD 0027335","LOG_1051415"
"CPD 0027336","CPD 0027338","LOG_1051416"
"CPD 0027339","CPD 0027340","LOG_1051416"
"CPD 0027341","CPD 0027342","LOG_1051416"
"CPD 0027343","CPD 0027347","LOG_1051416"
"CPD 0027348","CPD 0027353","LOG_1051416"
"CPD 0027354","CPD 0027356","LOG_1051418"
"CPD 0027357","CPD 0027357","LOG_1051418"
"CPD 0027358","CPD 0027360","LOG_1051418"
"CPD 0027361","CPD 0027363","LOG_1051424"
"CPD 0027364","CPD 0027365","LOG_1051424"
"CPD 0027366","CPD 0027368","LOG_1051425"
"CPD 0027369","CPD 0027370","LOG_1051425"
"CPD 0027371","CPD 0027373","LOG_1051431"
"CPD 0027374","CPD 0027375","LOG_1051431"
"CPD 0027376","CPD 0027378","LOG_1051432"
"CPD 0027379","CPD 0027380","LOG_1051432"
"CPD 0027381","CPD 0027383","LOG_1051435"
"CPD 0027384","CPD 0027385","LOG_1051435"
"CPD 0027386","CPD 0027388","LOG_1051438"
"CPD 0027389","CPD 0027390","LOG_1051438"
"CPD 0027391","CPD 0027393","LOG_1051443"
"CPD 0027394","CPD 0027395","LOG_1051443"
"CPD 0027396","CPD 0027398","LOG_1051444"
"CPD 0027399","CPD 0027400","LOG_1051444"
"CPD 0027401","CPD 0027403","LOG_1051446"
"CPD 0027404","CPD 0027405","LOG_1051446"
"CPD 0027406","CPD 0027408","LOG_1051457"
"CPD 0027409","CPD 0027410","LOG_1051457"
"CPD 0027411","CPD 0027413","LOG_1051461"
"CPD 0027414","CPD 0027415","LOG_1051461"
"CPD 0027416","CPD 0027418","LOG_1051462"
"CPD 0027419","CPD 0027420","LOG_1051462"
"CPD 0027421","CPD 0027423","LOG_1051464"
"CPD 0027424","CPD 0027425","LOG_1051464"
"CPD 0027426","CPD 0027428","LOG_1051469"
"CPD 0027429","CPD 0027430","LOG_1051469"
"CPD 0027431","CPD 0027431","LOG_1051469"
"CPD 0027432","CPD 0027433","LOG_1051469"
"CPD 0027434","CPD 0027434","LOG_1051469"
"CPD 0027435","CPD 0027435","LOG_1051469"
"CPD 0027436","CPD 0027436","LOG_1051469"
"CPD 0027437","CPD 0027437","LOG_1051469"
"CPD 0027438","CPD 0027440","LOG_1051469"
"CPD 0027441","CPD 0027443","LOG_1051470"
"CPD 0027444","CPD 0027445","LOG_1051470"
"CPD 0027446","CPD 0027449","LOG_1051472"
"CPD 0027450","CPD 0027451","LOG_1051472"
"CPD 0027452","CPD 0027453","LOG_1051472"
"CPD 0027454","CPD 0027454","LOG_1051472"
"CPD 0027455","CPD 0027456","LOG_1051472"
"CPD 0027457","CPD 0027457","LOG_1051472"
"CPD 0027458","CPD 0027462","LOG_1051472"
"CPD 0027463","CPD 0027468","LOG_1051472"
"CPD 0027469","CPD 0027471","LOG_1051472"
"CPD 0027472","CPD 0027477","LOG_1051472"
"CPD 0027478","CPD 0027479","LOG_1051472"
"CPD 0027480","CPD 0027487","LOG_1051472"
"CPD 0027488","CPD 0027493","LOG_1051472"
"CPD 0027494","CPD 0027495","LOG_1051472"
"CPD 0027496","CPD 0027498","LOG_1051472"
"CPD 0027499","CPD 0027518","LOG_1051472"
"CPD 0027519","CPD 0027521","LOG_1051472"
"CPD 0027522","CPD 0027522","LOG_1051472"
"CPD 0027523","CPD 0027524","LOG_1051472"
"CPD 0027525","CPD 0027526","LOG_1051472"
"CPD 0027527","CPD 0027528","LOG_1051472"
"CPD 0027529","CPD 0027530","LOG_1051472"
"CPD 0027531","CPD 0027538","LOG_1051472"
"CPD 0027539","CPD 0027551","LOG_1051472"
"CPD 0027552","CPD 0027552","LOG_1051472"
"CPD 0027553","CPD 0027555","LOG_1051472"
"CPD 0027556","CPD 0027558","LOG_1051473"
"CPD 0027559","CPD 0027559","LOG_1051473"
"CPD 0027560","CPD 0027562","LOG_1051474"
"CPD 0027563","CPD 0027564","LOG_1051474"
"CPD 0027565","CPD 0027573","LOG_1051475"
"CPD 0027574","CPD 0027575","LOG_1051475"
"CPD 0027576","CPD 0027576","LOG_1051475"
"CPD 0027577","CPD 0027579","LOG_1051475"
"CPD 0027580","CPD 0027581","LOG_1051475"
"CPD 0027582","CPD 0027585","LOG_1051475"
"CPD 0027586","CPD 0027586","LOG_1051475"
"CPD 0027587","CPD 0027588","LOG_1051475"
"CPD 0027589","CPD 0027594","LOG_1051475"
"CPD 0027595","CPD 0027605","LOG_1051475"
"CPD 0027606","CPD 0027608","LOG_1051475"
"CPD 0027609","CPD 0027611","LOG_1051475"
"CPD 0027612","CPD 0027612","LOG_1051475"
"CPD 0027613","CPD 0027623","LOG_1051475"
"CPD 0027624","CPD 0027650","LOG_1051475"
"CPD 0027651","CPD 0027652","LOG_1051475"
"CPD 0027653","CPD 0027672","LOG_1051475"
"CPD 0027673","CPD 0027683","LOG_1051475"
"CPD 0027684","CPD 0027689","LOG_1051475"
"CPD 0027690","CPD 0027708","LOG_1051475"
"CPD 0027709","CPD 0027710","LOG_1051475"
"CPD 0027711","CPD 0027724","LOG_1051475"
"CPD 0027725","CPD 0027744","LOG_1051475"
"CPD 0027745","CPD 0027755","LOG_1051475"
"CPD 0027756","CPD 0027761","LOG_1051475"
"CPD 0027762","CPD 0027763","LOG_1051475"
"CPD 0027764","CPD 0027764","LOG_1051475"
"CPD 0027765","CPD 0027766","LOG_1051475"
"CPD 0027767","CPD 0027798","LOG_1051475"
"CPD 0027799","CPD 0027812","LOG_1051475"
"CPD 0027813","CPD 0027816","LOG_1051475"
"CPD 0027817","CPD 0027818","LOG_1051475"
"CPD 0027819","CPD 0027820","LOG_1051475"
"CPD 0027821","CPD 0027825","LOG_1051475"
"CPD 0027826","CPD 0027835","LOG_1051475"
"CPD 0027836","CPD 0027840","LOG_1051475"
"CPD 0027841","CPD 0027845","LOG_1051475"
"CPD 0027846","CPD 0027856","LOG_1051475"
"CPD 0027857","CPD 0027858","LOG_1051475"
"CPD 0027859","CPD 0027859","LOG_1051475"
"CPD 0027860","CPD 0027860","LOG_1051475"
"CPD 0027861","CPD 0027863","LOG_1051475"
"CPD 0027864","CPD 0027876","LOG_1051475"
"CPD 0027877","CPD 0027884","LOG_1051475"
"CPD 0027885","CPD 0027886","LOG_1051475"
"CPD 0027887","CPD 0027889","LOG_1051475"
"CPD 0027890","CPD 0027892","LOG_1051475"
"CPD 0027893","CPD 0027897","LOG_1051475"
"CPD 0027898","CPD 0027903","LOG_1051475"
"CPD 0027904","CPD 0027906","LOG_1051475"
"CPD 0027907","CPD 0027907","LOG_1051475"
"CPD 0027908","CPD 0027908","LOG_1051475"
"CPD 0027909","CPD 0027912","LOG_1051475"
"CPD 0027913","CPD 0027913","LOG_1051475"
"CPD 0027914","CPD 0027915","LOG_1051475"
"CPD 0027916","CPD 0027925","LOG_1051475"
"CPD 0027926","CPD 0027928","LOG_1051475"
"CPD 0027929","CPD 0027931","LOG_1051475"
"CPD 0027932","CPD 0027934","LOG_1051475"
"CPD 0027935","CPD 0027937","LOG_1051475"
"CPD 0027938","CPD 0027940","LOG_1051475"
"CPD 0027941","CPD 0027943","LOG_1051475"
"CPD 0027944","CPD 0027946","LOG_1051475"
"CPD 0027947","CPD 0027949","LOG_1051475"
"CPD 0027950","CPD 0027952","LOG_1051475"
"CPD 0027953","CPD 0027955","LOG_1051475"
"CPD 0027956","CPD 0027958","LOG_1051475"
"CPD 0027959","CPD 0027960","LOG_1051475"
"CPD 0027961","CPD 0027961","LOG_1051475"
"CPD 0027962","CPD 0027963","LOG_1051475"
"CPD 0027964","CPD 0027964","LOG_1051475"
"CPD 0027965","CPD 0027971","LOG_1051475"
"CPD 0027972","CPD 0027978","LOG_1051475"
"CPD 0027979","CPD 0028003","LOG_1051475"
"CPD 0028004","CPD 0028024","LOG_1051475"
"CPD 0028025","CPD 0028049","LOG_1051475"
"CPD 0028050","CPD 0028070","LOG_1051475"
"CPD 0028071","CPD 0028095","LOG_1051475"
"CPD 0028096","CPD 0028112","LOG_1051475"
"CPD 0028113","CPD 0028137","LOG_1051475"
"CPD 0028138","CPD 0028152","LOG_1051475"
"CPD 0028153","CPD 0028177","LOG_1051475"
"CPD 0028178","CPD 0028199","LOG_1051475"
"CPD 0028200","CPD 0028208","LOG_1051475"
"CPD 0028209","CPD 0028209","LOG_1051475"
"CPD 0028210","CPD 0028210","LOG_1051475"
"CPD 0028211","CPD 0028211","LOG_1051475"
"CPD 0028212","CPD 0028212","LOG_1051475"
"CPD 0028213","CPD 0028213","LOG_1051475"
"CPD 0028214","CPD 0028214","LOG_1051475"
"CPD 0028215","CPD 0028215","LOG_1051475"
"CPD 0028216","CPD 0028216","LOG_1051475"
"CPD 0028217","CPD 0028217","LOG_1051475"
"CPD 0028218","CPD 0028218","LOG_1051475"
"CPD 0028219","CPD 0028219","LOG_1051475"
"CPD 0028220","CPD 0028232","LOG_1051475"
"CPD 0028233","CPD 0028235","LOG_1051476"
"CPD 0028236","CPD 0028237","LOG_1051476"
"CPD 0028238","CPD 0028238","LOG_1051476"
"CPD 0028239","CPD 0028239","LOG_1051476"
"CPD 0028240","CPD 0028243","LOG_1051476"
"CPD 0028244","CPD 0028244","LOG_1051476"
"CPD 0028245","CPD 0028246","LOG_1051476"
"CPD 0028247","CPD 0028255","LOG_1051476"
"CPD 0028256","CPD 0028258","LOG_1051476"
"CPD 0028259","CPD 0028261","LOG_1051476"
"CPD 0028262","CPD 0028262","LOG_1051476"
"CPD 0028263","CPD 0028263","LOG_1051476"
"CPD 0028264","CPD 0028267","LOG_1051476"
"CPD 0028268","CPD 0028269","LOG_1051478"
"CPD 0028270","CPD 0028270","LOG_1051478"
"CPD 0028271","CPD 0028273","LOG_1051479"
"CPD 0028274","CPD 0028275","LOG_1051479"
"CPD 0028276","CPD 0028278","LOG_1051481"
"CPD 0028279","CPD 0028280","LOG_1051481"
"CPD 0028281","CPD 0028283","LOG_1051483"
"CPD 0028284","CPD 0028285","LOG_1051483"
"CPD 0028286","CPD 0028288","LOG_1051486"
"CPD 0028289","CPD 0028290","LOG_1051486"
"CPD 0028291","CPD 0028293","LOG_1051487"
"CPD 0028294","CPD 0028295","LOG_1051487"
"CPD 0028296","CPD 0028298","LOG_1051489"
"CPD 0028299","CPD 0028300","LOG_1051489"
"CPD 0028301","CPD 0028303","LOG_1051492"
"CPD 0028304","CPD 0028305","LOG_1051492"
"CPD 0028306","CPD 0028308","LOG_1051493"
"CPD 0028309","CPD 0028310","LOG_1051493"
"CPD 0028311","CPD 0028313","LOG_1051498"
"CPD 0028314","CPD 0028315","LOG_1051498"
"CPD 0028316","CPD 0028320","LOG_1051503"
"CPD 0028321","CPD 0028322","LOG_1051503"
"CPD 0028323","CPD 0028323","LOG_1051503"
"CPD 0028324","CPD 0028325","LOG_1051503"
"CPD 0028326","CPD 0028329","LOG_1051503"
"CPD 0028330","CPD 0028330","LOG_1051503"
"CPD 0028331","CPD 0028333","LOG_1051503"
"CPD 0028334","CPD 0028337","LOG_1051503"
"CPD 0028338","CPD 0028340","LOG_1051503"
"CPD 0028341","CPD 0028344","LOG_1051503"
"CPD 0028345","CPD 0028349","LOG_1051503"
"CPD 0028350","CPD 0028351","LOG_1051503"
"CPD 0028352","CPD 0028356","LOG_1051503"
"CPD 0028357","CPD 0028359","LOG_1051503"
"CPD 0028360","CPD 0028363","LOG_1051503"
"CPD 0028364","CPD 0028364","LOG_1051503"
"CPD 0028365","CPD 0028371","LOG_1051503"
"CPD 0028372","CPD 0028374","LOG_1051504"
"CPD 0028375","CPD 0028376","LOG_1051504"
"CPD 0028377","CPD 0028377","LOG_1051504"
"CPD 0028378","CPD 0028378","LOG_1051504"
"CPD 0028379","CPD 0028379","LOG_1051504"
"CPD 0028380","CPD 0028381","LOG_1051504"
"CPD 0028382","CPD 0028387","LOG_1051504"
"CPD 0028388","CPD 0028391","LOG_1051504"
"CPD 0028392","CPD 0028393","LOG_1051504"
"CPD 0028394","CPD 0028395","LOG_1051504"
"CPD 0028396","CPD 0028401","LOG_1051504"
"CPD 0028402","CPD 0028405","LOG_1051504"
"CPD 0028406","CPD 0028411","LOG_1051504"
"CPD 0028412","CPD 0028413","LOG_1051504"
"CPD 0028414","CPD 0028415","LOG_1051504"
"CPD 0028416","CPD 0028418","LOG_1051504"
"CPD 0028419","CPD 0028419","LOG_1051504"
"CPD 0028420","CPD 0028426","LOG_1051504"
"CPD 0028427","CPD 0028429","LOG_1051505"
"CPD 0028430","CPD 0028431","LOG_1051505"
"CPD 0028432","CPD 0028435","LOG_1051505"
"CPD 0028436","CPD 0028438","LOG_1051506"
"CPD 0028439","CPD 0028440","LOG_1051506"
"CPD 0028441","CPD 0028450","LOG_1051506"
"CPD 0028451","CPD 0028452","LOG_1051506"
"CPD 0028453","CPD 0028460","LOG_1051506"
"CPD 0028461","CPD 0028461","LOG_1051506"
"CPD 0028462","CPD 0028462","LOG_1051506"
"CPD 0028463","CPD 0028463","LOG_1051506"
"CPD 0028464","CPD 0028464","LOG_1051506"
"CPD 0028465","CPD 0028465","LOG_1051506"
"CPD 0028466","CPD 0028466","LOG_1051506"
"CPD 0028467","CPD 0028467","LOG_1051506"
"CPD 0028468","CPD 0028468","LOG_1051506"
"CPD 0028469","CPD 0028471","LOG_1051507"
"CPD 0028472","CPD 0028473","LOG_1051507"
"CPD 0028474","CPD 0028476","LOG_1051507"
"CPD 0028477","CPD 0028477","LOG_1051507"
"CPD 0028478","CPD 0028478","LOG_1051507"
"CPD 0028479","CPD 0028481","LOG_1051508"
"CPD 0028482","CPD 0028482","LOG_1051508"
"CPD 0028483","CPD 0028486","LOG_1051509"
"CPD 0028487","CPD 0028488","LOG_1051509"
"CPD 0028489","CPD 0028489","LOG_1051509"
"CPD 0028490","CPD 0028490","LOG_1051509"
"CPD 0028491","CPD 0028491","LOG_1051509"
"CPD 0028492","CPD 0028497","LOG_1051509"
"CPD 0028498","CPD 0028499","LOG_1051509"
"CPD 0028500","CPD 0028500","LOG_1051509"
"CPD 0028501","CPD 0028502","LOG_1051509"
"CPD 0028503","CPD 0028504","LOG_1051509"
"CPD 0028505","CPD 0028505","LOG_1051509"
"CPD 0028506","CPD 0028507","LOG_1051509"
"CPD 0028508","CPD 0028508","LOG_1051509"
"CPD 0028509","CPD 0028509","LOG_1051509"
"CPD 0028510","CPD 0028511","LOG_1051509"
"CPD 0028512","CPD 0028512","LOG_1051509"
"CPD 0028513","CPD 0028516","LOG_1051509"
"CPD 0028517","CPD 0028519","LOG_1051509"
"CPD 0028520","CPD 0028523","LOG_1051510"
"CPD 0028524","CPD 0028525","LOG_1051510"
"CPD 0028526","CPD 0028526","LOG_1051510"
"CPD 0028527","CPD 0028527","LOG_1051510"
"CPD 0028528","CPD 0028528","LOG_1051510"
"CPD 0028529","CPD 0028534","LOG_1051510"
"CPD 0028535","CPD 0028537","LOG_1051510"
"CPD 0028538","CPD 0028538","LOG_1051510"
"CPD 0028539","CPD 0028539","LOG_1051510"
"CPD 0028540","CPD 0028543","LOG_1051510"
"CPD 0028544","CPD 0028546","LOG_1051510"
"CPD 0028547","CPD 0028548","LOG_1051510"
"CPD 0028549","CPD 0028550","LOG_1051510"
"CPD 0028551","CPD 0028551","LOG_1051510"
"CPD 0028552","CPD 0028554","LOG_1051510"
"CPD 0028555","CPD 0028559","LOG_1051511"
"CPD 0028560","CPD 0028561","LOG_1051511"
"CPD 0028562","CPD 0028562","LOG_1051511"
"CPD 0028563","CPD 0028563","LOG_1051511"
"CPD 0028564","CPD 0028565","LOG_1051511"
"CPD 0028566","CPD 0028566","LOG_1051511"
"CPD 0028567","CPD 0028572","LOG_1051511"
"CPD 0028573","CPD 0028573","LOG_1051511"
"CPD 0028574","CPD 0028574","LOG_1051511"
"CPD 0028575","CPD 0028575","LOG_1051511"
"CPD 0028576","CPD 0028576","LOG_1051511"
"CPD 0028577","CPD 0028577","LOG_1051511"
"CPD 0028578","CPD 0028578","LOG_1051511"
"CPD 0028579","CPD 0028579","LOG_1051511"
"CPD 0028580","CPD 0028580","LOG_1051511"
"CPD 0028581","CPD 0028582","LOG_1051511"
"CPD 0028583","CPD 0028583","LOG_1051511"
"CPD 0028584","CPD 0028584","LOG_1051511"
"CPD 0028585","CPD 0028588","LOG_1051511"
"CPD 0028589","CPD 0028592","LOG_1051511"
"CPD 0028593","CPD 0028598","LOG_1051511"
"CPD 0028599","CPD 0028601","LOG_1051512"
"CPD 0028602","CPD 0028603","LOG_1051512"
"CPD 0028604","CPD 0028606","LOG_1051513"
"CPD 0028607","CPD 0028608","LOG_1051513"
"CPD 0028609","CPD 0028611","LOG_1051515"
"CPD 0028612","CPD 0028613","LOG_1051515"
"CPD 0028614","CPD 0028616","LOG_1051516"
"CPD 0028617","CPD 0028618","LOG_1051516"
"CPD 0028619","CPD 0028621","LOG_1051517"
"CPD 0028622","CPD 0028623","LOG_1051517"
"CPD 0028624","CPD 0028626","LOG_1051519"
"CPD 0028627","CPD 0028627","LOG_1051519"
"CPD 0028628","CPD 0028628","LOG_1051519"
"CPD 0028629","CPD 0028631","LOG_1051520"
"CPD 0028632","CPD 0028633","LOG_1051520"
"CPD 0028634","CPD 0028635","LOG_1051520"
"CPD 0028636","CPD 0028640","LOG_1051520"
"CPD 0028641","CPD 0028643","LOG_1051520"
"CPD 0028644","CPD 0028646","LOG_1051520"
"CPD 0028647","CPD 0028649","LOG_1051521"
"CPD 0028650","CPD 0028651","LOG_1051521"
"CPD 0028652","CPD 0028653","LOG_1051521"
"CPD 0028654","CPD 0028655","LOG_1051521"
"CPD 0028656","CPD 0028658","LOG_1051523"
"CPD 0028659","CPD 0028660","LOG_1051523"
"CPD 0028661","CPD 0028662","LOG_1051523"
"CPD 0028663","CPD 0028670","LOG_1051523"
